Name,Category,Glass,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Directions,isAlcoholic,Video
Orange Scented Hot Chocolate,Cocoa,Coffee mug,"('Milk', '2 cups ')","('Chocolate', '4 oz chopped bittersweet or semi-sweet ')","('Orange peel', '3 2-inch strips ')","('Espresso', '1/2 tsp instant ')","('Nutmeg', '1/8 tsp ground ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",False,
Owen's Grandmother's Revenge,Ordinary Drink,Highball glass,"('Whiskey', '12 oz ')","('Beer', '12 oz ')","('Lemonade', '12 oz frozen ')","('Ice', '1 cup crushed ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Add ingredients and mix in blender.,True,
Paloma,Cocktail,Collins glass,"('Grape Soda', '3 oz')","('Tequila', '1 1/2 oz')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Stir together and serve over ice.,True,
Pink Gin,Ordinary Drink,White wine glass,"('Bitters', '3 dashes ')","('Gin', '2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",True,
Paradise,Ordinary Drink,Cocktail glass,"('Gin', '7 parts')","('Apricot Brandy', '4 parts')","('Orange Juice', '3 parts ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake together over ice. Strain into cocktail glass and serve chilled.,True,
Pink Lady,Ordinary Drink,Cocktail glass,"('Gin', '1 1/2 oz ')","('Grenadine', '1 tsp ')","('Light cream', '1 tsp ')","('Egg white', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients with ice, strain into a cocktail glass, and serve.",True,
Pegu Club,Cocktail,Cocktail glass,"('Gin', '1 1/2 oz')","('Orange Curacao', '3/4 oz')","('Lime Juice', '3/4 oz')","('Angostura Bitters', '1 dash')","('Orange Bitters', '1 dash')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake, strain, up, cocktail glass",True,
Pisco Sour,Cocktail,Cocktail glass,"('Pisco', '2 oz ')","('Lemon juice', '1 oz ')","('Sugar', '1-2 tblsp ')","('Ice', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]",True,
Porto flip,Ordinary Drink,Cocktail glass,"('Brandy', '3 parts')","('Port', '9 parts')","('Egg Yolk', '2 parts')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",True,
Penicillin,Cocktail,Old-fashioned glass,"('Blended Scotch', '2 oz')","('Lemon Juice', '3/4 oz')","('Honey syrup', '2 tsp')","('Ginger Syrup', '2 tsp')","('Islay single malt Scotch', '1/4 oz')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",True,
Pina Colada,Ordinary Drink,Collins glass,"('Light rum', '3 oz ')","('Coconut milk', '3 tblsp ')","('Pineapple', '3 tblsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",True,
Pink Penocha,Punch / Party Drink,Punch bowl,"('Everclear', '750 ml ')","('Vodka', '1750 ml ')","('Peach schnapps', '1750 ml ')","('Orange juice', '1 gal ')","('Cranberry juice', '1 gal ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",mix all ingredients into bowl keep iced stir frequently,True,
Popped cherry,Ordinary Drink,Highball glass,"('Vodka', '2 oz ')","('Cherry liqueur', '2 oz ')","('Cranberry juice', '4 oz ')","('Orange juice', '4 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,True,
Poppy Cocktail,Ordinary Drink,Cocktail glass,"('Gin', '1 1/2 oz ')","('Creme de Cacao', '3/4 oz white ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake ingredients with ice, strain into a cocktail glass, and serve.",True,
Port Wine Flip,Ordinary Drink,Whiskey sour glass,"('Port', '1 1/2 oz ')","('Light cream', '2 tsp ')","('Powdered sugar', '1 tsp ')","('Egg', '1 whole ')","('Nutmeg', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,True,
Planter's Punch,Punch / Party Drink,Collins glass,"('Dark rum', '1 part ')","('Orgeat syrup', '1/2 part ')","('Orange juice', '2 parts ')","('Pineapple juice', '1 part ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",True,
Port And Starboard,Ordinary Drink,Pousse cafe glass,"('Grenadine', '1 tblsp ')","('Green Creme de Menthe', '1/2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",True,
Port Wine Cocktail,Ordinary Drink,Cocktail glass,"('Port', '2 1/2 oz ')","('Brandy', '1/2 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stir ingredients with ice, strain into a cocktail glass, and serve.",True,
Pysch Vitamin Light,Ordinary Drink,Collins Glass,"('Orange juice', '1 part ')","('Apple juice', '1 part ')","('Pineapple juice', '1 part ')","('Ice', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake with ice.,False,
Pink Panty Pulldowns,Ordinary Drink,Collins Glass,"('Sprite', '1 L ')","('Pink lemonade', '2 cups ')","('Vodka', '2 cups ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake well,True,
Pineapple Gingerale Smoothie,Other/Unknown,Highball Glass,"('Ginger', '1/4 inch ')","('Pineapple', '1/2 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Throw everything into a blender and liquify.,False,
Quentin,Ordinary Drink,Cocktail glass,"('Dark rum', '1 1/2 oz ')","('Kahlua', '1/2 oz ')","('Light cream', '1 oz ')","('Nutmeg', '1/8 tsp grated ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",True,
Queen Bee,Ordinary Drink,Cocktail glass,"('Coffee brandy', '1 oz ')","('Lime vodka', '1 1/2 oz ')","('Sherry', '1/2 oz cream ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients with ice, strain into a cocktail glass, and serve.",True,
Quick F**K,Shot,Shot glass,"('Kahlua', '1 part ')","('Midori melon liqueur', '1 part ')","('Baileys irish cream', '1 part ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",True,
Quick-sand,Ordinary Drink,Highball glass,"('Black Sambuca', '25 ml ')","('Orange juice', 'Add 250 ml ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",True,
Queen Charlotte,Ordinary Drink,Collins glass,"('Red wine', '2 oz ')","('Grenadine', '1 oz ')","('Lemon-lime soda', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",True,
Queen Elizabeth,Ordinary Drink,Cocktail glass,"('Dry Vermouth', '1/2 oz ')","('Gin', '1 1/2 oz ')","('Benedictine', '1 1/2 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stir all ingredients with ice, strain into a cocktail glass, and serve.",True,
Quaker's Cocktail,Ordinary Drink,Cocktail glass,"('Light rum', '3/4 oz ')","('Brandy', '3/4 oz ')","('Lemon', 'Juice of 1/4 ')","('Raspberry syrup', '2 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients with ice, strain into a cocktail glass, and serve.",True,
Quarter Deck Cocktail,Ordinary Drink,Cocktail glass,"('Light rum', '1 1/2 ')","('Sherry', '1/3 oz cream ')","('Lime', 'Juice of 1/2 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stir all ingredients with ice, strain into a cocktail glass, and serve.",True,
Rose,Ordinary Drink,Cocktail glass,"('Dry Vermouth', '1/2 oz ')","('Gin', '1 oz ')","('Apricot brandy', '1/2 oz ')","('Lemon juice', '1/2 tsp ')","('Grenadine', '1 tsp ')","('Powdered sugar', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",True,
Radler,Ordinary Drink,Highball glass,"('Beer', '12 oz ')","('7-Up', '12 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour beer into large mug, slowly add the 7-up (or Sprite).",True,
Rum Sour,Ordinary Drink,Whiskey sour glass,"('Light rum', '2 oz ')","('Lemon juice', '1 oz ')","('Sugar', '1/2 tsp superfine ')","('Orange', '1 ')","('Maraschino cherry', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",True,
Rum Toddy,Ordinary Drink,Old-fashioned glass,"('Rum', '2 oz light or dark ')","('Powdered sugar', '2 tsp ')","('Lemon peel', '1 twist of ')","('Water', '2 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,True,
Rum Punch,Punch / Party Drink,Punch bowl,"('Rum', 'mikey bottle ')","('Ginger ale', 'large bottle ')","('Fruit punch', '355 ml frozen ')","('Orange juice', '355 ml frozen ')","('Ice', 'crushed ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix all ingredients in a punch bowl and serve.,True,
Royal Fizz,Ordinary Drink,Collins glass,"('Gin', '1 oz ')","('Sweet and sour', '2 oz ')","('Egg', '1 whole ')","('Coca-Cola', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,True,
