Name,Category,Glass,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Directions,isAlcoholic,Video
Kentucky Colonel,Ordinary Drink,Cocktail glass,"('Bourbon', '3 oz ')","('Benedictine', '1/2 oz ')","('Lemon peel', '1 twist of ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,True,
Kool-Aid Slammer,Shot,Shot glass,"('Kool-Aid', '1/2 oz Grape ')","('Vodka', '1/2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",True,
Kiwi Papaya Smoothie,Other/Unknown,Highball Glass,"('Kiwi', '3 ')","('Papaya', '1/2 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Throw everything into a blender and liquify.,False,
Kill the cold Smoothie,Other/Unknown,Highball glass,"('Ginger', '1 inch ')","('Lemon', '1/4 ')","('Water', '1 cup hot ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Juice ginger and lemon and add it to hot water. You may add cardomom.,False,
Limeade,Other/Unknown,Highball glass,"('Lime', 'Juice of 1 ')","('Sugar', '1 tblsp ')","('Soda water', ' (seltzer water)\n')","('Lime peel', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",False,
Lunch Box,Beer,Pint glass,"('Beer', '3/4 bottle ')","('Amaretto', '1 shot ')","('Orange juice', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,True,
Lemon Shot,Shot,Shot glass,"('Galliano', '1/2 oz ')","('Absolut Citron', '1/2 oz ')","('Lemon', ' wedge\n')","('Sugar', 'Bacardi ')","('151 proof rum', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",True,
Long vodka,Ordinary Drink,Highball glass,"('Vodka', '5 cl ')","('Lime', '1/2 ')","('Angostura bitters', '4 dashes ')","('Tonic water', '1 dl Schweppes ')","('Ice', '4 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",True,
Lemon Drop,Cocktail,Cocktail glass,"('Absolut Vodka', '1 1/2 shot ')","('Cointreau', '1 1/2 shot ')","('Lemon', 'Juice of 1 wedge ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake and strain into a chilled cocktail glass rimmed with sugar.,True,
Loch Lomond,Ordinary Drink,Cocktail glass,"('Scotch', '2 oz ')","('Drambuie', '1/2 oz ')","('Dry Vermouth', '1/2 oz ')","('Lemon peel', '1 twist of ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",True,
London Town,Ordinary Drink,Cocktail glass,"('Gin', '1 1/2 oz ')","('Maraschino liqueur', '1/2 oz ')","('Orange bitters', '2 dashes ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",True,
Lassi Khara,Other/Unknown,Highball Glass,"('Yoghurt', '1 cup ')","('Water', '2 cups cold ')","('Salt', '1 tsp ')","('Asafoetida', '1 pinch ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,False,
Lassi Raita,Other/Unknown,Highball Glass,"('Yoghurt', '2 cups ')","('Ice', '4-6 ')","('Sugar', None)","('Lime', None)","('Salt', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",False,
Lemouroudji,Other/Unknown,Highball Glass,"('Ginger', '2 pieces ')","('Water', '1 gal ')","('Lemon', '1 lb ')","('Sugar', '1 cup ')","('Cayenne pepper', 'ground ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",False,
Lord And Lady,Ordinary Drink,Old-fashioned glass,"('Dark rum', '1 1/2 oz ')","('Tia maria', '1/2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,True,
Lassi - Sweet,Other/Unknown,Highball glass,"('Yoghurt', '1 cup ')","('Water', '2 cups cold ')","('Sugar', '4 tblsp ')","('Salt', 'pinch ')","('Lemon juice', '2 tblsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,False,
Lassi - Mango,Other/Unknown,Highball glass,"('Mango', '2 ')","('Yoghurt', '2 cups ')","('Sugar', '1/2 cup ')","('Water', '1 cup iced ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,False,
Limona Corona,Beer,Beer Glass,"('Corona', '1 bottle ')","('Bacardi Limon', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",True,
Lady Love Fizz,Ordinary Drink,Cocktail glass,"('Gin', '2 oz ')","('Light cream', '2 tsp ')","('Powdered sugar', '1 tsp ')","('Lemon', 'Juice of 1/2')","('Egg white', '1 ')","('Carbonated water', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",True,
Long Island Tea,Ordinary Drink,Highball glass,"('Vodka', '1/2 oz ')","('Light rum', '1/2 oz ')","('Gin', '1/2 oz ')","('Tequila', '1/2 oz ')","('Lemon', 'Juice of 1/2 ')","('Coca-Cola', '1 splash ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,True,
Lone Tree Cooler,Ordinary Drink,Collins glass,"('Carbonated water', None)","('Gin', None)","('Dry Vermouth', None)","('Powdered sugar', None)","('Orange spiral', None)","('Lemon peel', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",True,
Lone Tree Cocktail,Ordinary Drink,Cocktail glass,"('Sweet Vermouth', '3/4 oz ')","('Gin', '1 1/2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stir ingredients with ice, strain into a cocktail glass, and serve.",True,
Long Island Iced Tea,Ordinary Drink,Highball glass,"('Vodka', '1/2 oz ')","('Tequila', '1/2 oz ')","('Light rum', '1/2 oz ')","('Gin', '1/2 oz ')","('Coca-Cola', '1 dash ')","('Lemon peel', 'Twist of ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,True,
Lassi - A South Indian Drink,Other/Unknown,Highball Glass,"('Yoghurt', '1/2 cup plain ')","('Water', '1 1/4 cup cold ')","('Cumin seed', '1/2 tsp ground roasted ')","('Salt', '1/4 tsp ')","('Mint', '1/4 tsp dried ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",False,
Melya,Coffee / Tea,Coffee mug,"('Espresso', None)","('Honey', 'Unsweetened ')","('Cocoa powder', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",False,
Mojito,Cocktail,Highball glass,"('Light rum', '2-3 oz ')","('Lime', 'Juice of 1 ')","('Sugar', '2 tsp ')","('Mint', '2-4 ')","('Soda water', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,True,
Mimosa,Ordinary Drink,Champagne flute,"('Champagne', 'Chilled ')","('Orange juice', '2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",True,
Mai Tai,Ordinary Drink,Collins glass,"('Light rum', '1 oz ')","('Orgeat syrup', '1/2 oz ')","('Triple sec', '1/2 oz ')","('Sweet and sour', '1 1/2 oz ')","('Cherry', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,True,
Martini,Cocktail,Cocktail glass,"('Gin', '1 2/3 oz ')","('Dry Vermouth', '1/3 oz ')","('Olive', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",True,
Margarita,Ordinary Drink,Cocktail glass,"('Tequila', '1 1/2 oz ')","('Triple sec', '1/2 oz ')","('Lime juice', '1 oz ')","('Salt', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",True,
Manhattan,Cocktail,Cocktail glass,"('Sweet Vermouth', '3/4 oz ')","('Bourbon', '2 1/2 oz Blended ')","('Angostura bitters', 'dash ')","('Ice', '2 or 3 ')","('Maraschino cherry', '1 ')","('Orange peel', '1 twist of ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stirred over ice, strained into a chilled glass, garnished, and served up.",True,
Mojito #3,Cocktail,Collins glass,"('Mint', '1/2 handful ')","('Lemon juice', '3 cl ')","('Dark rum', '1/8 L Jamaican ')","('Club soda', '1/8 L ')","('Angostura bitters', '8 drops ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",True,
Miami Vice,Cocktail,Cocktail glass,"('151 proof rum', '5 oz Bacardi ')","('Pina colada mix', 'frozen ')","('Daiquiri mix', 'frozen ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",True,
Mudslinger,Punch / Party Drink,Punch bowl,"('Southern Comfort', '750 ml ')","('Orange juice', '1 L ')","('Pepsi Cola', '750 ml ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Add all contents to a large jug or punch bowl. Stir well!,True,
Moranguito,Shot,Shot glass,"('Absinthe', '2/5 ')","('Tequila', '2/5 ')","('Grenadine', '1/5 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","first you put rhe absinthe, then put tequila, then put the Granadine syrup.",True,
Mint Julep,Ordinary Drink,Collins glass,"('Mint', '4 fresh ')","('Bourbon', '2 1/2 oz ')","('Powdered sugar', '1 tsp ')","('Water', '2 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",True,
Martinez 2,Cocktail,Cocktail glass,"('Gin', '1 1/2 oz')","('Sweet Vermouth', '1 1/2 oz')","('Maraschino Liqueur', '1 tsp')","('Angostura Bitters', '2 dashes')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",True,
Masala Chai,Coffee / Tea,Coffee Mug,"('Water', '2 cups ')","('Tea', '3-4 tsp ')","('Ginger', '1 chunk dried ')","('Cardamom', '3-4 crushed ')","('Cloves', '3 ')","('Cinnamon', '1 piece ')","('Black pepper', '1-2 whole ')","('Sugar', ' to taste\n')","('Milk', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,False,
Mulled Wine,Punch / Party Drink,Collins Glass,"('Water', '3 cups ')","('Sugar', '1 cup ')","('Cloves', '12 ')","('Cinnamon', '2 ')","('Lemon peel', '1 ')","('Red wine', '750 ml ')","('Brandy', '1/4 cup ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",True,
Moscow Mule,Punch / Party Drink,Copper Mug,"('Vodka', '2 oz ')","('Lime juice', '2 oz ')","('Ginger ale', '8 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,True,
Mocha-Berry,Coffee / Tea,Irish coffee cup,"('Coffee', '6 oz ')","('Chambord raspberry liqueur', '2 oz ')","('Cocoa powder', '2 tblsp ')","('Whipped cream', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",True,
Munich Mule,Cocktail,Highball glass,"('Gin', '5 cl')","('Lime Juice', '2 cl')","('Ginger Beer', '10 cl')","('Cucumber', 'Chopped')","('lemon', 'Chopped')","('', '')","('', '')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",True,
Monkey Gland,Ordinary Drink,Cocktail glass,"('Gin', '2 oz ')","('Benedictine', '1 tsp ')","('Orange juice', '1/2 oz ')","('Grenadine', '1 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",True,
Monkey Wrench,Ordinary Drink,Old-fashioned glass,"('Light rum', '1 1/2 oz ')","('Grapefruit juice', '3 oz ')","('Bitters', '1 dash ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,True,
Midnight Manx,Ordinary Drink,Old-fashioned glass,"('Kahlua', '1 oz ')","('Baileys irish cream', '1 oz ')","('Goldschlager', 'dash ')","('Heavy cream', '2 oz ')","('Coffee', '2 oz Hazlenut ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!",True,
Mother's Milk,Shot,Shot glass,"('Goldschlager', '1 oz ')","('Butterscotch schnapps', '1 oz ')","('Milk', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake over ice, strain. Serves two.",True,
Midnight Mint,Cocktail,Cocktail glass,"('Baileys irish cream', '1 oz ')","('White Creme de Menthe', '3/4 oz ')","('Cream', '3/4 oz double ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",True,
Mary Pickford,Cocktail,Cocktail glass,"('Light rum', '1 1/2 oz ')","('Pineapple juice', '1 oz ')","('Maraschino liqueur', '1/2 tsp ')","('Grenadine', '1/2 tsp ')","('Maraschino cherry', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake and strain into a chilled large cocktail glass,True,
Malibu Twister,Cocktail,Highball glass,"('Malibu rum', '2 parts ')","('Tropicana', '2 parts ')","('Cranberry juice', '1 part ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Add rum & trister then, add cranberry jucie,stir",True,
Negroni,Ordinary Drink,Old-fashioned glass,"('Gin', '1 oz ')","('Campari', '1 oz ')","('Sweet Vermouth', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stir into glass over ice, garnish and serve.",True,
New York Sour,Ordinary Drink,Whiskey sour glass,"('Blended whiskey', '2 oz ')","('Lemon', 'Juice of 1/2 ')","('Sugar', '1 tsp ')","('Red wine', ' (Claret)\n')","('Lemon', None)","('Cherry', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",True,
Nutty Irishman,Milk / Float / Shake,Highball Glass,"('Baileys irish cream', '1 part ')","('Frangelico', '1 part ')","('Milk', '1 part ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Serve over ice,True,
National Aquarium,Ordinary Drink,Collins Glass,"('Rum', '1/2 oz ')","('Vodka', '1/2 oz ')","('Gin', '1/2 oz ')","('Blue Curacao', '1/2 oz ')","('Sour mix', '2 oz ')","('Lemon-lime soda', '1 splash ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,True,
New York Lemonade,Cocktail,Cocktail glass,"('Absolut Citron', '2 oz ')","('Grand Marnier', '1 oz ')","('Lemon juice', '2 oz sweetened ')","('Club soda', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,True,
Nuked Hot Chocolate,Cocoa,Coffee mug,"('Cocoa powder', '2 tsp ')","('Sugar', '1 tsp ')","('Vanilla extract', '1/2 tsp ')","('Milk', '12 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",False,
Orgasm,Ordinary Drink,Cocktail glass,"('Creme de Cacao', '1/2 oz white ')","('Amaretto', '1/2 oz ')","('Triple sec', '1/2 oz ')","('Vodka', '1/2 oz ')","('Light cream', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",True,
Old Pal,Cocktail,Nick and Nora Glass,"('Rye whiskey', '2 oz')","('Campari', '1 oz')","('Dry Vermouth', '1 oz')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",True,
Orangeade,Cocktail,Highball glass,"('Lemon juice', '5 cl ')","('Orange juice', '15 cl ')","('Sugar syrup', '2-3 cl ')","('Soda water', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",False,
Orange Whip,Other/Unknown,Collins Glass,"('Orange juice', '4 oz ')","('Rum', '1 oz ')","('Vodka', '1 oz ')","('Cream', '1 package ')","('Ice', 'Over ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour ingredients over ice and stir.,True,
Orange Oasis,Ordinary Drink,Highball glass,"('Cherry brandy', '1/2 oz ')","('Gin', '1 1/2 oz ')","('Orange juice', '4 oz ')","('Ginger ale', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",True,
Orange Crush,Shot,Shot glass,"('Vodka', '1 oz ')","('Triple sec', '1 oz ')","('Orange juice', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Add all ingredients to tumbler-Pour as shot,True,
Old Fashioned,Cocktail,Old-fashioned glass,"('Bourbon', '4.5 cL')","('Angostura bitters', '2 dashes')","('Sugar', '1 cube')","('Water', 'dash')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",True,
Oreo Mudslide,Ordinary Drink,Collins Glass,"('Vodka', '1 oz ')","('Kahlua', '1 oz ')","('Baileys irish cream', '1 oz ')","('Vanilla ice-cream', '2 scoops ')","('Oreo cookie', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",True,
Orange Push-up,Ordinary Drink,Hurricane glass,"('Spiced rum', '1.5 oz ')","('Grenadine', '0.5 oz ')","('Orange juice', '4 oz ')","('Sour mix', '1 splash ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,True,
Oatmeal Cookie,Cocktail,Mason jar,"('Kahlua', '2 parts')","('Bailey', '2 parts')","('Butterscotch schnapps', '4 parts')","('Jagermeister', '1 part')","('Goldschlager', '1/2 part')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",True,
