SupplierCaseGTIN,EcommUniqueId,Gtin12,Upc11,LaunchDate,ItemNumber,BeverageSegment,Brand,SubBrand,DigitalCatalogProductName,WineVarietal,WineVintage,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,ProductDescShort,ProductDescLong,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,ProductBullet06,ProductBullet07,ProductBullet08,ProductBullet09,ProductBullet10,ProductBullet11,ProductBullet12,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays,LegalSocialResponsibility,LegalMandatoryStatement,Video_snackable,Image_package_front,Image_package_right,Image_package_left,Image_bottle_standard,Image_label_front,Image_label_back,Image_can_standard,Image_box_front,Image_box_right,Image_box_left,Nutrition_StandardServingSize,Nutrition_StandardServingSizeUOM,Nutrition_Calories,Nutrition_Carbs,Nutrition_CarbsUOM,Nutrition_Fat,Nutrition_FatUOM,Nutrition_Protein,Nutrition_ProteinUOM,Nutrition_Sodium,Nutrition_SodiumUOM,Nutrition_Ingredients
00033544000441,00033544000434,033544000434,03354400043,2020-01-27T12:00:00Z,80083509,Beer,Corona Hard Seltzer,,"Corona Seltzer Mexican Spiked Sparkling Water, 12 pk 12 fl oz Cans, 4.5% ABV",,,12,oz,12,Pack,Cans,"Discover the only hard seltzer that gives you that day-at-the-beach feeling with Corona's chill attitude. Available in refreshing flavors such as Tropical Lime, Mango, Cherry, and Blackberry Lime.","Discover the only hard seltzer that gives you that day-at-the-beach feeling, wherever the day takes you. Corona Hard Seltzer is a tasty, spiked sparkling water with a splash of natural fruit flavor that allows you to relax and enjoy the moment. Corona Hard Seltzer is the only hard seltzer brand with 0g carbs, 0g sugars* and Corona's chill attitude along with all the other benefits you expect from a hard seltzer like 90 calories, natural flavors, and gluten-free. Available in refreshing flavors such as Tropical Lime, Mango, Cherry, and Blackberry Lime. Relax responsibly®. Corona® Hard Seltzer Spiked Sparkling Water with Natural Flavors. Imported by Crown Imports, Chicago, IL *Not a low-calorie food. Per 12 fl. oz. serving average analysis: Calories 90, Carbs 0 grams, Protein 0 grams, Fat 0 grams","12 pack of 12 fl oz slim cans of Corona Hard Seltzer, 3 cans per flavor: Tropical Lime, Mango, Cherry, Blackberry Lime","A refreshing hard seltzer with 0g carbs, 0g sugars, 90 calories, and natural flavors that is gluten-free",,,"Refreshing alcoholic beverage with a splash of natural fruit flavors such as Tropical Lime, Mango, Cherry, and Blackberry Lime",,,"Hard seltzer for summertime and laid-back, chill occassions that gives you that day-at-the-beach feeling",,Contains 4.5% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,9.49,7.16,6.18,Inches,10.3,Pounds,Chilled: 33 to 38 degrees,Shelf Life,270,Relax responsibly®.,"Corona® Hard Seltzer Spiked Sparkling Water with Natural Flavors.  Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--5Lge1zYc--/rzie3iybizgwaslgydwp.png,http://images.salsify.com/image/upload/s--xJ2VY7Ce--/fq86z2sh6tflfeo1szwa.png,,,,,,,,,,,90,,,,,,,,,
00672438003160,00672438002217,672438002217,67243800221,2018-03-01T12:00:00Z,80082051,Beer,Ballast Point Sculpin,,"Ballast Point Sculpin IPA Craft Beer, 16 fl oz Can, 7.0% ABV",,,16,oz,1,,Can,"Ballast Point Sculpin IPA's inspired use of hops creates hints of apricot, peach, mango, and lemon flavors, but still packs a bit of a sting, just like a Sculpin fish. Best served chilled.","What started as a small group of home brewers, who simply wanted to make a better beer, evolved into the adventurers known today as Ballast Point. Ballast Point Sculpin IPA is a trophy beer that’s a testament to Ballast Point's homebrew roots. Sculpin IPA's inspired use of hops creates hints of apricot, peach, mango, and lemon flavors, but still packs a bit of a sting, just like a Sculpin fish. International Bitterness Units (IBUs) = 70/100. Craft beer brewed in San Diego, California since 1996. Best served chilled.",,A trophy beer that’s a testament to Ballast Point's homebrew roots,,,"Hints of apricot, peach, mango, and lemon flavors","70/100 IBUs (International Bitterness Units), 7.0% ABV",,"Craft beer brewed in San Diego, California since 1996",Best served chilled,,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,California,United States,2.6,2.6,6.2,Inches,1.13,Pounds,Chilled: 33 to 38 degrees,Shelf Life,120,Please Explore Responsibly.,"Ballast Point Brewing Co,. San Diego, CA.",,,,,,,,http://images.salsify.com/image/upload/s--ME0pSqsL--/ogyeq3xa345kmxwdt4iw.png,,,,,,210,14,g,0,g,2,g,125,mg,
00080660956190,00080660956152,080660956152,08066095615,2016-01-04T12:00:00Z,124002,Beer,Corona Extra,,"Corona Extra Mexican Lager Beer, 12 pk 12 fl oz Bottles, 4.6% ABV",,,12,oz,12,Pack,Bottles,"Corona Extra Mexican Beer is a crisp, clean and well balanced cerveza with fruity-honey aromas and a touch of malt, making it a great tailgating beer, beach drink or barbecue refreshment.","Corona Extra Mexican Beer is an even-keeled import beer with fruity-honey aromas and a touch of malt. Brewed in Mexico since 1925, this bottled beer offers a flavor that's smooth, refreshing and balanced between heavier European imports and lighter domestic beers. Crisp, clean and well balanced between hops and malt, this cerveza has a superior taste profile from superior ingredients – the finest-quality blend of filtered water, malted barley, hops, corn and yeast. Corona Extra is a great summer beer, so enjoy it with friends at your next barbecue, beach day or tailgate. This easy-drinking lager beer contains 3.6% alcohol by weight, 4.6% alcohol by volume, 0 grams of fat and 149 calories per 12 ounce serving. Find Your Beach. Relax responsibly. Corona Extra Beer. Imported by Crown Imports, Chicago, IL",12 pack of 12 fl oz bottles of Corona Extra Mexican Beer,"Brewed since 1925, this Mexican lager style beer offers a smooth, well balanced taste",,"Crafted with a blend of filtered water, malted barley, hops, corn and yeast","An even-keeled imported beer with a crisp, clean and refreshing flavor",,,"Enjoy a Corona beer with lime at barbecues, game days and afternoons at the beach",,Contains 149 calories and 4.6% alcohol by volume,,Corona - Find Your Beach,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,10.2,7.6,9.7,Inches,15.86,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Relax responsibly®.,"Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--e_Jb7eHm--/tyvv1vi5hbesmuioa4we.png,http://images.salsify.com/image/upload/s--hWpABEDg--/a3rvgnbanh5ujlv4b96c.png,,http://images.salsify.com/image/upload/s--cjiAm56D--/dr50epnltep1mygdcrhb.png,,,,,,,12,fl oz,149,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00000000000N/A,00033544950050,033544950050,03354495005,2014-01-01T12:00:00Z,80083755,Beer,Victoria,,"Victoria Mexican Lager Beer, 12 fl oz Can, 4.4% ABV",,,12,oz,1,,Can,"Victoria Mexican Beer is Mexico's oldest beer brand, offering an easy-drinking lager beer with toasted malt character and a smooth finish. Enjoy this import beer with Latin food and grilled meats.","Victoria Mexican Beer is a delicious, easy-drinking Vienna style lager from Mexico's oldest beer brand. Perfect to enjoy on its own, while watching game or reminiscing with friends, this amber beer delivers authentic Mexican flavors and aromas of orange blossom honey on toast with 135 calories per serving. This lager beer is brewed with water, barley malt, non-malted cereals and hops, giving it a frothy light-to-medium body. Its toasted malt character is perfectly balanced by a smooth, crisp finish with hints of tangy apple butter and starfruit. Enjoy this ultra-premium beer with grilled meats and vegetables, mild cheeses, almond biscotti, Asian and Latin food. Victoria beer - Mexico's best kept secret has finally arrived. Drink responsibly. Victoria Beer. Imported by Crown Imports, Chicago, IL",Single 12 fl oz can of Victoria Mexican Beer,"Vienna style lager with a reddish hue, made in Mexico",,,This imported beer offers toasted malt flavor with apple butter and starfruit on the finish,,,"Victoria beer is perfect to enjoy on its own, while watching a game or reminiscing with friends","Pair this canned beer with grilled meats, mild cheeses, almond biscotti and Latin food",Contains 140 calories and 4% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.61,2.61,4.72,Inches,0.81,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Victoria™ Beer. Imported by Crown Imports, Chicago, IL",,,,,,,,http://images.salsify.com/image/upload/s--3tH-y29x--/puabjvyr2iu72lzt5tih.png,,,,12,fl oz,140,13,g,0,g,1,g,20,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
00000000000N/A,00080660000015,080660000015,08066000001,2014-01-01T12:00:00Z,80083746,Beer,Corona Extra,,"Corona Extra Mexican Lager Beer, 12 fl oz Bottle, 4.6% ABV",,,12,oz,1,,Bottle,"Corona Extra Mexican Beer is a crisp, clean and well balanced cerveza with fruity-honey aromas and a touch of malt, making it a great lager beer for tailgating, the beach or at a barbecue.","Corona Extra Mexican Beer is an even-keeled import beer with fruity-honey aromas and a touch of malt. Brewed in Mexico since 1925, this canned beer offers a flavor that's smooth, refreshing and balanced between heavier European imports and lighter domestic beers. Crisp, clean and well balanced between hops and malt, this cerveza has a superior taste profile from superior ingredients – the finest-quality blend of filtered water, malted barley, hops, corn and yeast. Corona Extra is a great summer beer, so enjoy it with friends at your next barbecue, beach day or tailgate. This easy-drinking lager beer contains 3.6% alcohol by weight, 4.6% alcohol by volume, 0 grams of fat and 149 calories per 12 ounce serving. Find Your Beach. Relax responsibly. Corona Extra Beer. Imported by Crown Imports, Chicago, IL",Single 12 fl oz bottle of Corona Extra Mexican Beer,"Brewed since 1925, this 12 oz Mexican lager style beer offers a smooth, well balanced taste",,"Crafted with a blend of filtered water, malted barley, hops, corn and yeast","An even-keeled imported beer with a crisp, clean and refreshing flavor",,,,"Enjoy a Corona beer with lime at barbecues, game days and afternoons at the beach",Contains 149 calories and 4.6% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.43,2.43,9.5,Inches,1.29,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Relax responsibly®.,"Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",,,,,http://images.salsify.com/image/upload/s--cjiAm56D--/dr50epnltep1mygdcrhb.png,,,,,,,12,fl oz,149,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00672438003320,00672438003320,672438003320,67243800332,2019-02-01T12:00:00Z,80080636,Beer,Ballast Point,,"Ballast Point Lager Craft Beer, 1/2 BL Keg, 4.2% ABV",,,0.5,BL,1,,Keg,"Ballast Point Lager is a lager-style beer with with honeysuckle and delicate banana bread notes. A refreshing choice while you’re docked at sea. 99 calories, gluten reduced, 4.2% ABV.","Craft beer brewed in San Diego, California since 1996. What started as a small group of home brewers, who simply wanted to make a better beer, evolved into the adventurers known today as Ballast Point. Ballast Point Lager is a very clean drinking, lager-style beer with an interesting ester contribution from Kolsch yeast. A faint fruit basket, beginning with honeysuckle and delicate banana bread notes that open you up as you continue to dive in. A refreshing choice whether you’re docked at sea, it’s the perfect companion for whatever lies ahead. 99 calories, gluten reduced, 4.2% alcohol by volume. Logo on keg/barrel image is representational, brand logo does not appear on product.",,"Very clean drinking, lager-style beer",,,Honeysuckle and delicate banana bread notes,,,"Craft beer brewed in San Diego, California since 1996",,"99 calories, gluten reduced, 4.2% alcohol by volume","Logo on keg/barrel image is representational, brand logo does not appear on product",A refreshing choice for whatever lies ahead,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,California,United States,16.12,16.12,23.38,Inches,164.16,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Please Explore Responsibly.,"Ballast Point Brewing Co,. San Diego, CA.",,,,,,,,,,,,,,100,35,g,0,g,1,g,115,mg,
00858674005469,00858674005643,858674005643,85867400564,2020-01-20T12:00:00Z,80083926,Beer,Funky Buddha Chant,,"Funky Buddha Chant Session IPA Craft Beer, 6 pk 12 fl oz Cans, 4.5% ABV",,,12,oz,6,Pack,Cans,"Funky Buddha Chant IPA Craft Beer is a supremely crushable, low calorie ale that channels intense notes of citrus, mango, and pine from the addition of mosaic hops.","Funky Buddha Chant IPA is brewed to be full on flavor without the added weight. Chant IPA is a supremely repeatable ale that channels intense notes of citrus, mango, and pine from the addition of mosaic hops. Stay active, relaxed, and enlightened with this repeatable IPA! Pour this IPA into a pint glass and pair with blackened Mahi tacos, Thai coconut curry, grilled chicken caesar salad with shaved parmesan, and orange sorbet. Inner peace starts with great beer. Please drink responsibly. Funky Buddha Brewery, Oakland Park, FL",6 pack 12 fl oz cans of Funky Buddha Chant IPA Craft Beer,"Low calorie IPA, crafted in Florida",,"Notes of citrus, mango, and pine",Repeatable IPA with a crisp feeling,,Canned beer brewed with mosaic hops,,"Pair with blackend Mahi tacos, Thai coconut curry, grilled chicken caeser with shaved parmesan, orange sorbet","Contains 4.2% alcohol by volume and 99 calories, 4 grams of carbs, and zero sugar",,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Florida,United States,7.78,5.13,4.84,Inches,5.12,Pounds,Chilled: 33 to 38 degrees,Shelf Life,120,Please drink responsibly.,"Funky Buddha Brewery, Oakland Park, FL",,http://images.salsify.com/image/upload/s--XpcSt7Yl--/zkq5fpwamdekxbrtbwic.png,http://images.salsify.com/image/upload/s--DLJWM7rH--/vzo0ku9tx2ghzq2drc2m.png,,,,,http://images.salsify.com/image/upload/s--1FkcN_J6--/of3mvrygssawreut0g0o.png,,,,,,,,,,,,,,,
00033544000144,00033544000137,033544000137,03354400013,2019-02-05T12:00:00Z,80079073,Beer,Corona Refresca,Variety Pack,"Corona Refresca Variety Pack Mexican Spiked Refresher, 12 pk 12 fl oz Cans, 4.5% ABV",,,12,oz,12,Pack,Cans,"Corona Refresca Flavored Mexican Malt Beverage Variety Pack delivers natural fruit flavors of Passionfruit Lime, Guava Lime and Coconut Lime, bringing the taste of the tropics from Mexico to you.","This Corona Refresca Flavored Mexican Malt Beverage Variety Pack features premium spiked refreshers that deliver the taste of the tropics from Mexico to you, with vibrant and refreshing natural fruit flavors of Passionfruit Lime, Guava Lime and Coconut Lime.  At 199 calories per canned drink, these malt beverages are made with malt grains and brewed with minimal fermentation, each tropical drink delivering a crisp finish that tastes best on a hot day. Offered in convenient slim cans, this flavored malt beverage variety pack is the perfect companion for your next backyard barbecue or happy hour with friends. Bring the tropics to you with Corona Refresca. Relax Responsibly. Corona Refresca Malt Beverage with Fruit Flavors.  Imported by Crown Imports, Chicago, IL.","12 Pack of 12 fl oz cans of Corona Refresca Flavored Mexican Malt Beverages, 4 cans per flavor",Flavored malt beverages that bring the taste of the tropics from Mexico to you,,,"Refreshing drinks with natural fruit flavors of Passionfruit Lime, Guava Lime and Coconut Lime",Features a crisp finish that tastes best on a hot day,Malt drinks made with minimally fermented grains and infused with natural fruit flavors,Bring out this tropical drink variety pack at your next barbecue or happy hour with friends,"These flavored drinks are good companions to seafood, citrus or barbecue dishes",Contains 4.5% alcohol by volume,,Bring the tropics to you with Corona Refresca,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,15.78,4.9,10.6,Inches,10.8,Pounds,Chilled: 33 to 38 degrees,Shelf Life,270,Relax Responsibly.,"Corona Refresca™ Malt Beverage with Fruit Flavors.  Imported by Crown Imports, Chicago, IL.",,http://images.salsify.com/image/upload/s--lxGGku3r--/ccn7onqioxwqcaf6t5wb.png,http://images.salsify.com/image/upload/s--7FMuHu1a--/ehnsafaavk3ykzx4hfta.png,,,,,http://images.salsify.com/image/upload/s--YtLF9oBg--/sroydwhqehixfpljzuwp.png,,,,12,fl oz,,,,,,,,,,
00080660957838,00080660957838,080660957838,08066095783,2016-01-04T12:00:00Z,151673,Beer,Modelo Negra,,"Modelo Negra Mexican Amber Lager Beer, 1/2 BL Keg, 5.4% ABV",,,0.5,BL,1,,Keg,"Modelo Negra is a medium-bodied import beer with slow-roasted caramel malts delivering a rich, smooth taste. It contains 173 calories, 0 grams of fat, and 5.4% alcohol by volume per 12 ounce serving.","In 1925, our Brewmasters set out to create a unique lager with rich flavor and smooth taste. The result was Modelo Negra, a Munich Dunkel-style Lager made with slow-roasted dark malts, brewed longer to enhance the flavors.  As a dark beer with a surprisingly light finish, Modelo Negra will defy your expectations of a Mexican beer. Modelo Negra's rich, smooth taste brings out the flavors of Mexican-inspired dishes as well as many other cuisines. This balanced, easy-drinking beer contains 173 calories, 0 grams of fat, and 5.4% alcohol by volume per 12 ounce serving. Best served chilled. Logo on keg/barrel image is representational, brand logo does not appear on product.",,Munich Dunkel-style lager made with slow-roasted dark malts,,,Dark beer with a surprisingly light finish,"173 calories, 0 grams of fat per 12 ounce serving",,,"Brings out the flavors of Mexican-inspired dishes, as well as many other cuisines",5.4% alcohol by volume,"Logo on keg/barrel image is representational, brand logo does not appear on product",,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,16.06,16.06,23.46,Inches,162.24,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Drink responsibly.,"Modelo Negra®  Beer. Imported by Crown Imports, Chicago, IL",,,,,,,,,,,,12,fl oz,173,15.8,g,0,g,1.5,g,15,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
00672438020129,00672438020112,672438020112,67243802011,2020-03-01T12:00:00Z,80083494,Beer,Two Lane,,"Two Lane American Golden Lager Beer, 6 pk 12 fl oz Cans, 4.2% ABV",,,12,oz,6,Pack,Cans,"Brewed in collaboration with country music star, Luke Bryan, Two Lane Lager is brewed with American grown barley and water from the Blue Ridge Mountains for a modern take on an easy-drinking classic.","Two Lane American Golden Lager is a smooth sippin', clean and crisp beer made with high-quality American ingredients. Brewed in collaboration with country music star, Luke Bryan, Two Lane Lager is brewed with American grown barley and water from the Blue Ridge Mountains for a modern take on an easy-drinking classic. Inspired by the two lane roads that can take you places a highway never could - a place where friends and good times are waiting and the beer is always cold. Clean and crisp, Two Lane Lager is a taste of home wherever you go. Contains 99 calories, 3 grams of carbs, and 4.2% ABV per 12 ounce serving.",6 pack of 12 fl oz cans of Two Lane American Golden Lager Beer,An American golden lager beer,,"Brewed with homegrown ingredients, like two-row American-grown barley and water from the Blue Ridge Mountains","A smooth sippin', refreshing beer with a clean and crisp taste that's always easy-drinking",,,,An easy-drinking lager beer best served cold to enjoy with friends,Contains 4.2% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Virginia,United States,7.78,5.13,4.84,Inches,5.12,Pounds,Chilled: 33 to 38 degrees,Shelf Life,150,Kick it up responsibly.,"Brewed by Blue Crown Brewing, Daleville, VA",,,,http://images.salsify.com/image/upload/s--YlWd4FGj--/e2kfh4wedkj3yjtrdmrw.png,,,,http://images.salsify.com/image/upload/s--ObUFoZgo--/px2twy5kjhvwyyqhnhok.png,,,,,,,,,,,,,,,
00033544950647,00033544950630,033544950630,03354495063,2018-03-26T12:00:00Z,80066141,Beer,Corona Refresca,Passionfruit Lime,"Corona Refresca Passionfruit Lime Mexican Spiked Refresher, 6 pk 12 fl oz Cans, 4.5% ABV",,,12,oz,6,Pack,Cans,Corona Refresca Passionfruit Lime Flavored Mexican Malt Beverage delivers a deliciously vibrant and refreshing natural lime and passionfruit flavor. It is ideal for your next backyard barbecue.,"Corona Refresca Passionfruit Lime Flavored Mexican Malt Beverage is a premium spiked refresher that delivers the taste of the tropics from Mexico to you with vibrant and refreshing natural fruit flavors. At 199 calories per canned drink, this malt beverage is infused with a delicious lime and passionfruit flavor. Made with malt grains and brewed with minimal fermentation, this tropical drink brings a crisp finish that tastes best on a hot day. Enjoy this bright flavored malt beverage at your next backyard barbecue or share its convenient slim cans with friends during happy hour. Bring the tropics to you with Corona Refresca. Please drink responsibly. Relax Responsibly. Corona Refresca Malt Beverage with Fruit Flavors.  Imported by Crown Imports, Chicago, IL.",6 pack of 12 fl oz cans of Corona Refresca Passionfruit Lime Flavored Mexican Malt Beverage,Flavored malt beverage that delivers the taste of the tropics from Mexico to you,,,Features a delicious and natural lime and passionfruit flavor,Malt drink with a crisp finish that tastes best on a hot day,Made with malt grains that are minimally fermented and infused with natural fruit flavors,Enjoy this passionfruit and lime drink on a hot day or at a backyard barbecue,This sweet drink pairs well with seafood and your favorite barbecue recipes,Contains 199 calories and 4.5% alcohol by volume,,Bring the tropics to you with Corona Refresca,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,4.5,7.0,6.25,Inches,5.15,Pounds,Chilled: 33 to 38 degrees,Shelf Life,270,Relax Responsibly.,"Corona Refresca™ Malt Beverage with Fruit Flavors.  Imported by Crown Imports, Chicago, IL.",,http://images.salsify.com/image/upload/s--7UkK42mh--/isiwaskrq0wsci8kktxq.png,http://images.salsify.com/image/upload/s--PFyZBUS2--/hoxqpseoqfy0jonhklfw.png,,,,,http://images.salsify.com/image/upload/s--ScyqYLmH--/ah12de6lswfnmrwzuich.png,,,,12,fl oz,178,22.8,g,0,g,0.1,g,,,"Malt Beverage, Natural Fruit Flavors and Certified Colors"
00080660956824,00080660956831,080660956831,08066095683,2016-01-05T12:00:00Z,153924,Beer,Corona Familiar,,"Corona Familiar Mexican Lager Beer, 32 fl oz Bottle, 4.8% ABV",,,32,oz,1,,Bottle,"A traditional cerveza, Corona Familiar Mexican Beer is a bright, golden-colored lager to pair with Mexican food and share with close family and friends.","Corona Familiar Mexican Beer is a bright, golden-colored lager with a clean, refreshing flavor that's finished with delicate hop bitterness. A traditional cerveza, Corona Familiar offers the bright, crisp taste Corona beer is known for with a slightly fuller flavor. This imported beer comes in classic brown beer bottles that are ubiquitous across Mexico, and its light carbonation and slight head make it the perfect complement to Mexican food. With strong ties to authenticity and heritage, this lager beer is best served in small gatherings with close friends and family, using the tradition of sharing to create meaningful experiences. Corona Familiar contains 157 calories and 4.8% alcohol by volume. The taste of a great tradition. Please drink responsibly. Corona Familiar Beer. Imported by Crown Imports, Chicago, IL",Single 32 fl oz bottle of Corona Familiar Mexican Beer,"Golden colored Mexican lager style beer with the signature bright, crisp taste of Corona",,,"A traditional Mexican beer with a clean, refreshing, fuller flavor",,,Serve this bottled beer to close friends and family to create meaningful experiences,Pairs well with Mexican dishes,Contains 157 calories and 4.8% alcohol by volume,,Corona Familiar - the taste of a great tradition.,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,15.47,11.53,10.68,Inches,42.33,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Please drink responsibly.,"Corona Familiar® Beer. Imported by Crown Imports, Chicago, IL",,,,,http://images.salsify.com/image/upload/s--SDsqUwL4--/zakgnmyntxbxww1coszc.png,,,,,,,12,fl oz,157,14.7,g,0,g,1.2,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00853907005285,00853907005285,853907005285,85390700528,2018-07-01T12:00:00Z,80077363,Beer,Four Corners  El Chingon,,"Four Corners El Chingon IPA Craft Beer, 1/6 BL Keg, 7.3% ABV",,,0.17,BL,1,,Keg,Four Corners El Chingon is an IPA drinker's IPA. A solid malt base rounded out with Munich malt provides the perfect balance to a robust hop bill starring all the classic American Big C hops.,"Predominantly built with pale and Munich malts, the hopping of this Four Corners El Chingon IPA makes it a quintessentially American one. The stars are all the “C” hops. The boil is rife with Columbus, Cascade and Centennial. The final kick at the end of the boil is a large dose of Falconer’s Flight, 7C blend (Cascade, Centennial, Chinook, Citra, Cluster, Columbus, and Crystal). The robust malt bill and the classic American hops are bridged by a final whirlpool of Santiam, leaving us with a full and hoppy IPA. This IPA and a half is noted for pine, earth and imparting a sense of feeling puro chingón. Logo on keg/barrel image is representational, brand logo does not appear on product.",,"There are many IPAs, only one can be called El Chingón",,,Balanced malt bill with aggressive flavor and bittering hops,72/100 IBUs (International Bitterness Units),,,,7.3% ABV,"Logo on keg/barrel image is representational, brand logo does not appear on product",Craft brewer founded in 2012,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Texas,United States,9.25,9.25,23.38,Inches,58.0,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Drink Responsibly.,"Four Corners® Brewing Co., Dallas, TX",,,,,,,,,,,,,,230,16,g,2,g,3,g,10,mg,
00672438300030,00672438300030,672438300030,67243830003,2017-10-01T12:00:00Z,80066716,Beer,Ballast Point Mix Pack,,"Ballast Point Mix Pack IPA Craft Beer, 12 pk 12 fl oz Bottles, 7.0% ABV",,,12,oz,12,Pack,Bottles,"Ballast Point IPA Mix Pack contains our gold-medal winning Sculpin IPA, an instant favorite Manta Ray Double IPA, and our Fathom IPA. Craft beer brewed in San Diego, California since 1996.","What started as a small group of home brewers, who simply wanted to make a better beer, evolved into the adventurers known today as Ballast Point. Ballast Point IPA Mix Pack contains our gold-medal winning Sculpin IPA, an instant favorite from our R&D Program Manta Ray Double IPA, and our Fathom IPA. Our Sculpin IPA has hints of apricot, peach, mango and lemon flavors with a slight sling, just like a Sculpin fish. Our Manta Ray Double IPA features fresh, citrusy tangerine, melon and pine aromas with a smooth finish. Our Fathom IPA features a touch of malt on the surface with an ocean of zesty orange and piney hops below. Craft beer brewed in San Diego, California since 1996. Best served chilled.","Ballast Point Mix IPA variety pack includes: Original Sculpin, Manta Ray, and Fathom",Trophy beers that are a testament to Ballast Point's homebrew roots,,,,"70/100 IBUs (International Bitterness Units), 7.0% ABV",,"Craft beer brewed in San Diego, California since 1996",Best served chilled,,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,California,United States,7.5,4.9399999999999995,9.38,Inches,8.25,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Please Explore Responsibly.,"Ballast Point Brewing Co,. San Diego, CA.",,,http://images.salsify.com/image/upload/s--XxgYeOuW--/tskbcl5l42ukhmdeyaed.png,,,,,,,,,,,,,,,,,,,,
